profile,sigma_px,parallel_offset_px,distance_px,R,G,B,V_max_RGB,parallel_median_V
side-middle,1.2,0,2.5,151.76427918817097,123.4865078335327,161.55613703331386,161.55613703331386,161.55613703331386
side-middle,1.2,0,2.75,154.7247330814368,125.95373791404722,164.5857733314006,164.5857733314006,164.5857733314006
side-middle,1.2,0,3.0,157.6851869747026,128.42096799456175,167.61540962948732,167.61540962948732,167.61540962948732
side-middle,1.2,0,3.25,160.64564086796838,130.88819807507628,170.64504592757407,170.64504592757407,170.64504592757407
side-middle,1.2,0,3.5,163.6060947612342,133.3554281555908,173.67468222566077,173.67468222566077,173.67468222566077
side-middle,1.2,0,3.75,166.12820828017567,135.60566502571803,176.21818641418673,176.21818641418673,176.21818641418673
side-middle,1.2,0,4.0,168.65032179911714,137.85590189584525,178.7616906027127,178.7616906027127,178.7616906027127
side-middle,1.2,0,4.25,171.1724353180586,140.10613876597247,181.30519479123865,181.30519479123865,181.30519479123865
side-middle,1.2,0,4.5,173.69454883700007,142.3563756360997,183.8486989797646,183.8486989797646,183.8486989797646
side-middle,1.2,0,4.75,175.5137830480757,144.1927740276247,185.68731327864722,185.68731327864722,185.68731327864722
side-middle,1.2,0,5.0,177.33301725915132,146.0291724191497,187.52592757752979,187.52592757752979,187.52592757752979
side-middle,1.2,0,5.25,179.15225147022696,147.86557081067468,189.36454187641237,189.36454187641237,189.36454187641237
side-middle,1.2,0,5.5,180.97148568130257,149.70196920219968,191.203156175295,191.203156175295,191.203156175295
side-middle,1.2,0,5.75,181.5550553468984,150.40818609998928,191.881948851327,191.881948851327,191.881948851327
side-middle,1.2,0,6.0,182.1386250124942,151.1144029977789,192.560741527359,192.560741527359,192.560741527359
side-middle,1.2,0,6.25,182.72219467809003,151.82061989556854,193.239534203391,193.239534203391,193.239534203391
side-middle,1.2,0,6.5,183.30576434368584,152.52683679335814,193.918326879423,193.918326879423,193.918326879423
side-middle,1.2,0,6.75,182.36860221557066,151.6310801787961,193.21829946110444,193.21829946110444,193.21829946110444
side-middle,1.2,0,7.0,181.43144008745546,150.73532356423408,192.51827204278584,192.51827204278584,192.51827204278584
side-middle,1.2,1,-7.0,102.01470457539762,87.08872874874504,107.33687478542677,107.33687478542677,115.23616397507291
side-middle,1.2,1,-6.75,103.58991051124463,87.49046399936331,109.1587090998819,109.1587090998819,117.68500410320458
side-middle,1.2,1,-6.5,105.16511644709163,87.89219924998157,110.98054341433703,110.98054341433703,120.13384423133624
side-middle,1.2,1,-6.25,109.09560686018627,90.59627618357618,115.22227371824943,115.22227371824943,124.27615813523002
side-middle,1.2,1,-6.0,113.0260972732809,93.3003531171708,119.4640040221618,119.4640040221618,128.4184720391238
side-middle,1.2,1,-5.75,116.95658768637553,96.0044300507654,123.70573432607418,123.70573432607418,132.56078594301758
side-middle,1.2,1,-5.5,120.88707809947016,98.70850698436001,127.94746462998657,127.94746462998657,136.70309984691136
side-middle,1.2,1,-5.25,125.37177360784311,102.1450522227396,132.77638250244638,132.77638250244638,140.87779181312214
side-middle,1.2,1,-5.0,129.85646911621606,105.58159746111917,137.60530037490622,137.60530037490622,145.0524837793329
side-middle,1.2,1,-4.75,134.341164624589,109.01814269949875,142.43421824736603,142.43421824736603,149.22717574554366
side-middle,1.2,1,-4.5,138.82586013296196,112.45468793787835,147.26313611982584,147.26313611982584,153.40186771175445
side-middle,1.2,1,-4.25,142.35543244142556,115.36968118932262,151.04360169699498,151.04360169699498,156.4333349413651
side-middle,1.2,1,-4.0,145.88500474988916,118.28467444076689,154.8240672741641,154.8240672741641,159.46480217097573
side-middle,1.2,1,-3.75,149.41457705835273,121.19966769221116,158.6045328513332,158.6045328513332,162.49626940058636
side-middle,1.2,1,-3.5,152.94414936681633,124.11466094365544,162.38499842850234,162.38499842850234,165.527736630197
side-middle,1.2,1,-3.25,154.75405823681052,125.8527154864401,164.30603011087828,164.30603011087828,166.75755912586834
side-middle,1.2,1,-3.0,156.56396710680474,127.59077002922479,166.2270617932542,166.2270617932542,167.98738162153967
side-middle,1.2,1,-2.75,158.37387597679893,129.32882457200947,168.1480934756301,168.1480934756301,169.217204117211
side-middle,1.2,1,-2.5,160.18378484679312,131.06687911479415,170.06912515800605,170.06912515800605,170.44702661288233
side-middle,1.2,1,-2.25,159.55000994760252,130.76803119487113,169.45147262638324,169.45147262638324,169.08250559874045
side-middle,1.2,1,-2.0,158.91623504841192,130.46918327494814,168.83382009476045,168.83382009476045,167.71798458459858
side-middle,1.2,1,-1.75,158.28246014922132,130.17033535502512,168.21616756313767,168.21616756313767,166.3534635704567
side-middle,1.2,1,-1.5,157.64868525003072,129.8714874351021,167.59851503151486,167.59851503151486,164.98894255631487
side-middle,1.2,1,-1.25,154.65892057439896,127.34590122803404,164.5438146004758,164.5438146004758,161.74202690294015
side-middle,1.2,1,-1.0,151.6691558987672,124.82031502096598,161.48911416943673,161.48911416943673,158.79199938562877
side-middle,1.2,1,-0.75,148.67939122313544,122.29472881389792,158.43441373839767,158.43441373839767,156.17888908782516
side-middle,1.2,1,-0.5,145.68962654750368,119.76914260682986,155.3797133073586,155.3797133073586,153.5657787900215
side-middle,1.2,1,-0.25,142.99343524982527,117.33468936235977,152.5791176784213,152.5791176784213,152.5791176784213
side-middle,1.2,1,0.0,140.29724395214689,114.90023611788968,149.77852204948405,149.77852204948405,149.77852204948405
side-middle,1.2,1,0.25,137.6010526544685,112.46578287341958,146.9779264205468,146.9779264205468,147.81247318220616
side-middle,1.2,1,0.5,134.9048613567901,110.03132962894949,144.1773307916095,144.1773307916095,145.30030430728561
side-middle,1.2,1,0.75,135.21369795773114,110.14782921602436,144.4661954817812,144.4661954817812,145.5849699089743
side-middle,1.2,1,1.0,135.52253455867216,110.26432880309923,144.75506017195292,144.75506017195292,146.85058857527315
side-middle,1.2,1,1.25,135.83137115961318,110.38082839017412,145.04392486212464,145.04392486212464,148.11620724157203
side-middle,1.2,1,1.5,136.14020776055423,110.49732797724899,145.33278955229633,145.33278955229633,149.3818259078709
side-middle,1.2,1,1.75,138.87538810203884,112.6869972277607,148.1547658306317,148.1547658306317,152.42540368923164
side-middle,1.2,1,2.0,141.61056844352345,114.8766664782724,150.97674210896707,150.97674210896707,155.46898147059238
side-middle,1.2,1,2.25,144.34574878500806,117.0663357287841,153.79871838730244,153.79871838730244,158.51255925195312
side-middle,1.2,1,2.5,147.08092912649266,119.25600497929581,156.6206946656378,156.6206946656378,161.55613703331386
side-middle,1.2,1,2.75,150.21222108558982,121.80956425786695,159.83571175880735,159.83571175880735,164.5857733314006
side-middle,1.2,1,3.0,153.34351304468694,124.36312353643811,163.05072885197686,163.05072885197686,167.61540962948732
side-middle,1.2,1,3.25,156.47480500378407,126.91668281500925,166.26574594514636,166.26574594514636,170.64504592757407
side-middle,1.2,1,3.5,159.60609696288122,129.4702420935804,169.4807630383159,169.4807630383159,173.67468222566077
side-middle,1.2,1,3.75,162.07659611362857,131.58272680681716,171.98839253674242,171.98839253674242,176.21818641418673
side-middle,1.2,1,4.0,164.54709526437588,133.69521152005393,174.49602203516895,174.49602203516895,178.7616906027127
side-middle,1.2,1,4.25,167.0175944151232,135.80769623329067,177.0036515335955,177.0036515335955,181.30519479123865
side-middle,1.2,1,4.5,169.48809356587054,137.92018094652744,179.51128103202203,179.51128103202203,183.8486989797646
side-middle,1.2,1,4.75,170.8905365145309,139.24269037265967,180.93944726674624,180.93944726674624,185.68731327864722
side-middle,1.2,1,5.0,172.29297946319127,140.56519979879192,182.36761350147043,182.36761350147043,187.52592757752979
side-middle,1.2,1,5.25,173.6954224118516,141.88770922492418,183.79577973619465,183.79577973619465,189.36454187641237
side-middle,1.2,1,5.5,175.097865360512,143.2102186510564,185.22394597091886,185.22394597091886,191.203156175295
side-middle,1.2,1,5.75,175.2449304386128,143.38705943387367,185.44529496279443,185.44529496279443,191.881948851327
side-middle,1.2,1,6.0,175.39199551671368,143.5639002166909,185.66664395467,185.66664395467,192.560741527359
side-middle,1.2,1,6.25,175.53906059481454,143.74074099950815,185.88799294654558,185.88799294654558,193.239534203391
side-middle,1.2,1,6.5,175.68612567291535,143.9175817823254,186.10934193842115,186.10934193842115,193.918326879423
side-middle,1.2,1,6.75,174.75848306566323,142.9554866987056,185.3403328192904,185.3403328192904,193.21829946110444
side-middle,1.2,1,7.0,173.83084045841107,141.99339161508584,184.57132370015967,184.57132370015967,192.51827204278584
side-middle,1.2,2,-7.0,100.36387622080512,88.59987591437542,103.464044658366,103.464044658366,115.23616397507291
side-middle,1.2,2,-6.75,100.79578961984635,87.73838271037675,104.0905944456793,104.0905944456793,117.68500410320458
side-middle,1.2,2,-6.5,101.22770301888755,86.87688950637809,104.71714423299261,104.71714423299261,120.13384423133624
side-middle,1.2,2,-6.25,104.49781715439903,88.73181269674944,108.40108002830196,108.40108002830196,124.27615813523002
side-middle,1.2,2,-6.0,107.76793128991049,90.58673588712082,112.08501582361131,112.08501582361131,128.4184720391238
side-middle,1.2,2,-5.75,111.03804542542197,92.4416590774922,115.76895161892067,115.76895161892067,132.56078594301758
side-middle,1.2,2,-5.5,114.30815956093343,94.29658226786356,119.45288741423002,119.45288741423002,136.70309984691136
side-middle,1.2,2,-5.25,118.72656813267552,97.4586482576362,124.40772609354349,124.40772609354349,140.87779181312214
side-middle,1.2,2,-5.0,123.1449767044176,100.62071424740883,129.36256477285696,129.36256477285696,145.0524837793329
side-middle,1.2,2,-4.75,127.56338527615969,103.78278023718147,134.31740345217042,134.31740345217042,149.22717574554366
side-middle,1.2,2,-4.5,131.98179384790177,106.9448462269541,139.2722421314839,139.2722421314839,153.40186771175445
side-middle,1.2,2,-4.25,135.88643567953523,110.04169966355794,143.63528589500487,143.63528589500487,156.4333349413651
side-middle,1.2,2,-4.0,139.79107751116868,113.13855310016177,147.99832965852585,147.99832965852585,159.46480217097573
side-middle,1.2,2,-3.75,143.69571934280214,116.23540653676562,152.36137342204682,152.36137342204682,162.49626940058636
side-middle,1.2,2,-3.5,147.6003611744356,119.33225997336946,156.7244171855678,156.7244171855678,165.527736630197
side-middle,1.2,2,-3.25,149.98674155171295,121.50099339034516,159.38877514231768,159.38877514231768,166.75755912586834
side-middle,1.2,2,-3.0,152.37312192899032,123.66972680732084,162.05313309906754,162.05313309906754,167.98738162153967
side-middle,1.2,2,-2.75,154.75950230626768,125.83846022429654,164.7174910558174,164.7174910558174,169.217204117211
side-middle,1.2,2,-2.5,157.14588268354507,128.00719364127224,167.38184901256727,167.38184901256727,170.44702661288233
side-middle,1.2,2,-2.25,157.32068833643916,128.4471538629142,167.65594164619023,167.65594164619023,169.08250559874045
side-middle,1.2,2,-2.0,157.49549398933328,128.88711408455617,167.93003427981319,167.93003427981319,167.71798458459858
side-middle,1.2,2,-1.75,157.6702996422274,129.32707430619814,168.20412691343614,168.20412691343614,166.3534635704567
side-middle,1.2,2,-1.5,157.8451052951215,129.7670345278401,168.4782195470591,168.4782195470591,164.98894255631487
side-middle,1.2,2,-1.25,155.46749263126114,127.87983424730359,165.99859187403263,165.99859187403263,161.74202690294015
side-middle,1.2,2,-1.0,153.08987996740075,125.99263396676707,163.51896420100616,163.51896420100616,158.79199938562877
side-middle,1.2,2,-0.75,150.7122673035404,124.10543368623055,161.03933652797969,161.03933652797969,156.17888908782516
side-middle,1.2,2,-0.5,148.33465463968002,122.21823340569404,158.55970885495321,158.55970885495321,153.5657787900215
side-middle,1.2,2,-0.25,145.24490630736116,119.46863551134429,155.24485771803631,155.24485771803631,152.5791176784213
side-middle,1.2,2,0.0,142.1551579750423,116.71903761699454,151.93000658111941,151.93000658111941,149.77852204948405
side-middle,1.2,2,0.25,139.06540964272344,113.96943972264481,148.61515544420251,148.61515544420251,147.81247318220616
side-middle,1.2,2,0.5,135.97566131040458,111.21984182829506,145.30030430728561,145.30030430728561,145.30030430728561
side-middle,1.2,2,0.75,135.26530393924872,110.36897956740025,144.47838734875467,144.47838734875467,145.5849699089743
side-middle,1.2,2,1.0,134.55494656809284,109.51811730650542,143.6564703902237,143.6564703902237,146.85058857527315
side-middle,1.2,2,1.25,133.84458919693697,108.6672550456106,142.8345534316927,142.8345534316927,148.11620724157203
side-middle,1.2,2,1.5,133.13423182578111,107.81639278471579,142.01263647316176,142.01263647316176,149.3818259078709
side-middle,1.2,2,1.75,135.27731997485026,109.42614446344187,144.22372803098628,144.22372803098628,152.42540368923164
side-middle,1.2,2,2.0,137.4204081239194,111.03589614216796,146.4348195888108,146.4348195888108,155.46898147059238
side-middle,1.2,2,2.25,139.56349627298854,112.64564782089404,148.64591114663534,148.64591114663534,158.51255925195312
side-middle,1.2,2,2.5,141.7065844220577,114.25539949962013,150.85700270445986,150.85700270445986,161.55613703331386
side-middle,1.2,2,2.75,144.85222172912256,116.81155615384218,154.10196837507644,154.10196837507644,164.5857733314006
side-middle,1.2,2,3.0,147.99785903618746,119.36771280806423,157.34693404569305,157.34693404569305,167.61540962948732
side-middle,1.2,2,3.25,151.14349634325237,121.92386946228628,160.59189971630963,160.59189971630963,170.64504592757407
side-middle,1.2,2,3.5,154.28913365031724,124.48002611650833,163.8368653869262,163.8368653869262,173.67468222566077
side-middle,1.2,2,3.75,156.867631605314,126.6542836247755,166.46894552384796,166.46894552384796,176.21818641418673
side-middle,1.2,2,4.0,159.4461295603107,128.82854113304268,169.10102566076972,169.10102566076972,178.7616906027127
side-middle,1.2,2,4.25,162.02462751530743,131.00279864130985,171.73310579769145,171.73310579769145,181.30519479123865
side-middle,1.2,2,4.5,164.60312547030418,133.17705614957703,174.3651859346132,174.3651859346132,183.8486989797646
side-middle,1.2,2,4.75,165.96160541173182,134.3739628320767,175.75478552633245,175.75478552633245,185.68731327864722
side-middle,1.2,2,5.0,167.32008535315947,135.5708695145764,177.14438511805173,177.14438511805173,187.52592757752979
side-middle,1.2,2,5.25,168.67856529458712,136.7677761970761,178.533984709771,178.533984709771,189.36454187641237
side-middle,1.2,2,5.5,170.03704523601476,137.96468287957578,179.92358430149025,179.92358430149025,191.203156175295
side-middle,1.2,2,5.75,170.19327543865268,138.09304379818238,180.11399660356224,180.11399660356224,191.881948851327
side-middle,1.2,2,6.0,170.3495056412906,138.22140471678898,180.3044089056342,180.3044089056342,192.560741527359
side-middle,1.2,2,6.25,170.5057358439285,138.34976563539558,180.4948212077062,180.4948212077062,193.239534203391
side-middle,1.2,2,6.5,170.66196604656642,138.4781265540022,180.6852335097782,180.6852335097782,193.918326879423
side-middle,1.2,2,6.75,169.98413997361155,137.7834001525204,180.026568384957,180.026568384957,193.21829946110444
side-middle,1.2,2,7.0,169.3063139006567,137.08867375103858,179.36790326013582,179.36790326013582,192.51827204278584
side-lower,1.2,-2,-7.0,113.7460742863698,97.1963216572176,118.67565109649445,118.67565109649445,109.58856129430274
side-lower,1.2,-2,-6.75,117.46107276086929,99.60789671632054,122.8682149115574,122.8682149115574,110.91155669639781
side-lower,1.2,-2,-6.5,121.17607123536877,102.0194717754235,127.06077872662036,127.06077872662036,108.56506987498415
side-lower,1.2,-2,-6.25,124.89106970986825,104.43104683452646,131.2533425416833,131.2533425416833,109.48116894552614
side-lower,1.2,-2,-6.0,128.60606818436773,106.8426218936294,135.44590635674626,135.44590635674626,111.27782054010252
side-lower,1.2,-2,-5.75,132.02577866870718,109.2771312400231,139.21041381584746,139.21041381584746,114.07041948643186
side-lower,1.2,-2,-5.5,135.4454891530466,111.71164058641679,142.97492127494866,142.97492127494866,116.86301843276121
side-lower,1.2,-2,-5.25,138.865199637386,114.14614993281049,146.73942873404988,146.73942873404988,119.65561737909054
side-lower,1.2,-2,-5.0,142.28491012172546,116.58065927920418,150.50393619315108,150.50393619315108,122.44821632541988
side-lower,1.2,-2,-4.75,144.41002856807717,118.19099810685688,152.82116347588246,152.82116347588246,125.53832034737938
side-lower,1.2,-2,-4.5,146.53514701442884,119.80133693450958,155.1383907586138,155.1383907586138,128.6284243693389
side-lower,1.2,-2,-4.25,148.66026546078055,121.41167576216228,157.4556180413452,157.4556180413452,131.71852839129838
side-lower,1.2,-2,-4.0,150.78538390713226,123.02201458981497,159.77284532407657,159.77284532407657,134.8086324132579
side-lower,1.2,-2,-3.75,150.70630927102127,122.96112469728448,159.65807909309916,159.65807909309916,137.22448951564428
side-lower,1.2,-2,-3.5,150.62723463491025,122.90023480475396,159.54331286212178,159.54331286212178,139.6403466180307
side-lower,1.2,-2,-3.25,150.54815999879924,122.83934491222345,159.4285466311444,159.4285466311444,142.0562037204171
side-lower,1.2,-2,-3.0,150.46908536268825,122.77845501969296,159.313780400167,159.313780400167,144.47206082280348
side-lower,1.2,-2,-2.75,148.1089626325566,120.71622436204979,156.73239663279725,156.73239663279725,145.03527875162325
side-lower,1.2,-2,-2.5,145.74883990242498,118.6539937044066,154.15101286542753,154.15101286542753,145.59849668044302
side-lower,1.2,-2,-2.25,143.38871717229335,116.59176304676342,151.56962909805782,151.56962909805782,146.1617146092628
side-lower,1.2,-2,-2.0,141.0285944421617,114.52953238912025,148.98824533068807,148.98824533068807,146.72493253808253
side-lower,1.2,-2,-1.75,138.4727386622222,112.09254001032842,146.2835079784697,146.2835079784697,145.0837708084822
side-lower,1.2,-2,-1.5,135.91688288228272,109.65554763153662,143.57877062625127,143.57877062625127,143.44260907888187
side-lower,1.2,-2,-1.25,133.36102710234323,107.2185552527448,140.87403327403285,140.87403327403285,140.87403327403285
side-lower,1.2,-2,-1.0,130.80517132240374,104.78156287395298,138.16929592181447,138.16929592181447,138.16929592181447
side-lower,1.2,-2,-0.75,130.60707111777606,104.39600689131873,138.01530349756112,138.01530349756112,137.55430807516373
side-lower,1.2,-2,-0.5,130.40897091314838,104.01045090868448,137.86131107330777,137.86131107330777,135.57028376175202
side-lower,1.2,-2,-0.25,130.2108707085207,103.62489492605023,137.70731864905446,137.70731864905446,133.2752828327874
side-lower,1.2,-2,0.0,130.01277050389305,103.23933894341599,137.5533262248011,137.5533262248011,130.9802819038228
side-lower,1.2,-2,0.25,132.3547034716111,105.24867305468274,140.0284015151414,140.0284015151414,130.71438409061176
side-lower,1.2,-2,0.5,134.69663643932915,107.2580071659495,142.50347680548174,142.50347680548174,130.44848627740072
side-lower,1.2,-2,0.75,137.03856940704722,109.26734127721626,144.97855209582207,144.97855209582207,130.18258846418968
side-lower,1.2,-2,1.0,139.38050237476526,111.27667538848301,147.4536273861624,147.4536273861624,129.91669065097864
side-lower,1.2,-2,1.25,142.4392187657878,113.98609982090395,150.6353236031324,150.6353236031324,132.42988945134243
side-lower,1.2,-2,1.5,145.49793515681034,116.69552425332486,153.8170198201024,153.8170198201024,134.94308825170623
side-lower,1.2,-2,1.75,148.55665154783287,119.4049486857458,156.99871603707237,156.99871603707237,137.45628705207002
side-lower,1.2,-2,2.0,151.6153679388554,122.11437311816672,160.18041225404238,160.18041225404238,139.96948585243385
side-lower,1.2,-2,2.25,153.71396201925313,123.90747524592464,162.37598947545257,162.37598947545257,143.25808609321882
side-lower,1.2,-2,2.5,155.81255609965083,125.70057737368256,164.57156669686276,164.57156669686276,146.54668633400377
side-lower,1.2,-2,2.75,157.91115018004854,127.49367950144048,166.76714391827292,166.76714391827292,149.83528657478874
side-lower,1.2,-2,3.0,160.00974426044627,129.2867816291984,168.9627211396831,168.9627211396831,153.1238868155737
side-lower,1.2,-2,3.25,160.76742501653655,129.872549158827,169.78479521956132,169.78479521956132,155.358078933574
side-lower,1.2,-2,3.5,161.5251057726268,130.45831668845562,170.60686929943955,170.60686929943955,157.5922710515743
side-lower,1.2,-2,3.75,162.28278652871705,131.0440842180842,171.42894337931781,171.42894337931781,160.55856946159983
side-lower,1.2,-2,4.0,163.04046728480733,131.62985174771282,172.25101745919602,172.25101745919602,164.1661836569368
side-lower,1.2,-2,4.25,162.89543451649772,131.49732066121467,172.0884448773874,172.0884448773874,165.6603331717239
side-lower,1.2,-2,4.5,162.7504017481881,131.36478957471653,171.92587229557876,171.92587229557876,167.15448268651102
side-lower,1.2,-2,4.75,162.60536897987848,131.23225848821838,171.7632997137701,171.7632997137701,168.14832775115747
side-lower,1.2,-2,5.0,162.46033621156886,131.09972740172023,171.60072713196146,171.60072713196146,168.4666927606641
side-lower,1.2,-2,5.25,161.7223945243403,130.43780790761997,170.78629072002667,170.78629072002667,168.3709032691927
side-lower,1.2,-2,5.5,160.98445283711177,129.77588841351968,169.97185430809185,169.97185430809185,168.27511377772126
side-lower,1.2,-2,5.75,160.24651114988325,129.11396891941942,169.15741789615703,169.15741789615703,168.17932428624982
side-lower,1.2,-2,6.0,159.5085694626547,128.45204942531916,168.3429814842222,168.3429814842222,168.3429814842222
side-lower,1.2,-2,6.25,158.05971728321074,127.17957396226085,166.85997759766707,166.85997759766707,167.0504357427642
side-lower,1.2,-2,6.5,156.6108651037668,125.90709849920253,165.3769737111119,165.3769737111119,165.47178362123447
side-lower,1.2,-2,6.75,155.16201292432285,124.63462303614422,163.89396982455673,163.89396982455673,163.89396982455673
side-lower,1.2,-2,7.0,153.7131607448789,123.3621475730859,162.4109659380016,162.4109659380016,162.4109659380016
side-lower,1.2,-1,-7.0,105.61930520481779,93.62856929689583,109.58856129430274,109.58856129430274,109.58856129430274
side-lower,1.2,-1,-6.75,108.52140441365637,95.23489304252814,112.8356296074908,112.8356296074908,110.91155669639781
side-lower,1.2,-1,-6.5,111.42350362249495,96.84121678816047,116.08269792067885,116.08269792067885,108.56506987498415
side-lower,1.2,-1,-6.25,114.32560283133353,98.44754053379278,119.3297662338669,119.3297662338669,109.48116894552614
side-lower,1.2,-1,-6.0,117.2277020401721,100.05386427942508,122.57683454705497,122.57683454705497,111.27782054010252
side-lower,1.2,-1,-5.75,120.54547332869738,102.25795182875088,126.18664090582199,126.18664090582199,114.07041948643186
side-lower,1.2,-1,-5.5,123.86324461722268,104.46203937807667,129.796447264589,129.796447264589,116.86301843276121
side-lower,1.2,-1,-5.25,127.18101590574796,106.66612692740244,133.40625362335604,133.40625362335604,119.65561737909054
side-lower,1.2,-1,-5.0,130.49878719427323,108.87021447672824,137.01605998212307,137.01605998212307,122.44821632541988
side-lower,1.2,-1,-4.75,133.29458398915511,110.93267730713603,140.05953989183473,140.05953989183473,125.53832034737938
side-lower,1.2,-1,-4.5,136.090380784037,112.99514013754381,143.1030198015464,143.1030198015464,128.6284243693389
side-lower,1.2,-1,-4.25,138.88617757891888,115.05760296795158,146.14649971125806,146.14649971125806,131.71852839129838
side-lower,1.2,-1,-4.0,141.68197437380076,117.12006579835938,149.18997962096972,149.18997962096972,134.8086324132579
side-lower,1.2,-1,-3.75,142.91437799679005,118.07554174439107,150.54067513335093,150.54067513335093,137.22448951564428
side-lower,1.2,-1,-3.5,144.14678161977935,119.0310176904228,151.89137064573217,151.89137064573217,139.6403466180307
side-lower,1.2,-1,-3.25,145.37918524276864,119.98649363645453,153.2420661581134,153.2420661581134,142.0562037204171
side-lower,1.2,-1,-3.0,146.6115888657579,120.94196958248622,154.5927616704946,154.5927616704946,144.47206082280348
side-lower,1.2,-1,-2.75,145.44947532047524,119.79104657511478,153.3905587846345,153.3905587846345,145.03527875162325
side-lower,1.2,-1,-2.5,144.2873617751926,118.64012356774333,152.1883558987744,152.1883558987744,145.59849668044302
side-lower,1.2,-1,-2.25,143.12524822990994,117.48920056037187,150.98615301291431,150.98615301291431,146.1617146092628
side-lower,1.2,-1,-2.0,141.96313468462728,116.33827755300042,149.7839501270542,149.7839501270542,146.72493253808253
side-lower,1.2,-1,-1.75,139.32927044273112,113.68697511056705,147.09729973603606,147.09729973603606,145.0837708084822
side-lower,1.2,-1,-1.5,136.69540620083498,111.03567266813366,144.41064934501793,144.41064934501793,143.44260907888187
side-lower,1.2,-1,-1.25,134.06154195893885,108.38437022570028,141.7239989539998,141.7239989539998,140.87403327403285
side-lower,1.2,-1,-1.0,131.42767771704268,105.7330677832669,139.0373485629817,139.0373485629817,138.16929592181447
side-lower,1.2,-1,-0.75,129.90195103584676,104.02647408406186,137.55430807516373,137.55430807516373,137.55430807516373
side-lower,1.2,-1,-0.5,128.37622435465084,102.31988038485682,136.0712675873458,136.0712675873458,135.57028376175202
side-lower,1.2,-1,-0.25,126.8504976734549,100.61328668565177,134.58822709952787,134.58822709952787,133.2752828327874
side-lower,1.2,-1,0.0,125.32477099225898,98.90669298644673,133.1051866117099,133.1051866117099,130.9802819038228
side-lower,1.2,-1,0.25,126.542733049963,99.82950911927247,134.42097530271178,134.42097530271178,130.71438409061176
side-lower,1.2,-1,0.5,127.76069510766705,100.75232525209822,135.73676399371362,135.73676399371362,130.44848627740072
side-lower,1.2,-1,0.75,128.9786571653711,101.67514138492396,137.05255268471547,137.05255268471547,130.18258846418968
side-lower,1.2,-1,1.0,130.19661922307512,102.5979575177497,138.3683413757173,138.3683413757173,129.91669065097864
side-lower,1.2,-1,1.25,133.21474675159942,105.27296819694445,141.47556230829258,141.47556230829258,132.42988945134243
side-lower,1.2,-1,1.5,136.23287428012375,107.94797887613919,144.58278324086785,144.58278324086785,134.94308825170623
side-lower,1.2,-1,1.75,139.25100180864808,110.62298955533393,147.69000417344313,147.69000417344313,137.45628705207002
side-lower,1.2,-1,2.0,142.2691293371724,113.29800023452867,150.7972251060184,150.7972251060184,139.96948585243385
side-lower,1.2,-1,2.25,144.92697595219732,115.62866311272973,153.53534818502965,153.53534818502965,143.25808609321882
side-lower,1.2,-1,2.5,147.58482256722226,117.95932599093078,156.27347126404092,156.27347126404092,146.54668633400377
side-lower,1.2,-1,2.75,150.2426691822472,120.28998886913183,159.0115943430522,159.0115943430522,149.83528657478874
side-lower,1.2,-1,3.0,152.9005157972721,122.62065174733289,161.74971742206344,161.74971742206344,153.1238868155737
side-lower,1.2,-1,3.25,154.1836101443463,123.717287601169,163.11059624720698,163.11059624720698,155.358078933574
side-lower,1.2,-1,3.5,155.4667044914205,124.81392345500514,164.47147507235053,164.47147507235053,157.5922710515743
side-lower,1.2,-1,3.75,156.74979883849468,125.91055930884127,165.83235389749407,165.83235389749407,160.55856946159983
side-lower,1.2,-1,4.0,158.03289318556887,127.00719516267739,167.19323272263762,167.19323272263762,164.1661836569368
side-lower,1.2,-1,4.25,158.29568070860756,127.30599399100882,167.51159773214425,167.51159773214425,165.6603331717239
side-lower,1.2,-1,4.5,158.55846823164626,127.60479281934025,167.82996274165086,167.82996274165086,167.15448268651102
side-lower,1.2,-1,4.75,158.82125575468496,127.90359164767167,168.14832775115747,168.14832775115747,168.14832775115747
side-lower,1.2,-1,5.0,159.08404327772365,128.2023904760031,168.4666927606641,168.4666927606641,168.4666927606641
side-lower,1.2,-1,5.25,158.95888712593137,128.15460981598147,168.3709032691927,168.3709032691927,168.3709032691927
side-lower,1.2,-1,5.5,158.8337309741391,128.10682915595982,168.27511377772126,168.27511377772126,168.27511377772126
side-lower,1.2,-1,5.75,158.7085748223468,128.05904849593819,168.17932428624982,168.17932428624982,168.17932428624982
side-lower,1.2,-1,6.0,158.58341867055452,128.01126783591656,168.08353479477842,168.08353479477842,168.3429814842222
side-lower,1.2,-1,6.25,158.16620890095794,127.64601482741196,167.65740629076015,167.65740629076015,167.0504357427642
side-lower,1.2,-1,6.5,157.74899913136133,127.28076181890737,167.2312777867419,167.2312777867419,165.47178362123447
side-lower,1.2,-1,6.75,157.33178936176472,126.91550881040278,166.80514928272368,166.80514928272368,163.89396982455673
side-lower,1.2,-1,7.0,156.91457959216814,126.55025580189819,166.3790207787054,166.3790207787054,162.4109659380016
side-lower,1.2,0,-7.0,100.85300508173597,92.22771107271875,104.09121416179698,104.09121416179698,109.58856129430274
side-lower,1.2,0,-6.75,102.4155574486273,92.75580473468555,105.88786575637337,105.88786575637337,110.91155669639781
side-lower,1.2,0,-6.5,103.97810981551864,93.28389839665238,107.68451735094976,107.68451735094976,108.56506987498415
