target_id,profile,sigma_px,parallel_offset_px,distance_px,red,green,blue,value
189,lower-middle,1.2,1,3.25,76.4975710795531,129.1530800696825,145.60919907618842,145.60919907618842
189,lower-middle,1.2,1,3.5,76.180059157525,128.7724113059378,145.39298848252437,145.39298848252437
189,lower-middle,1.2,1,3.75,75.86254723549689,128.39174254219313,145.17677788886033,145.17677788886033
189,lower-middle,1.2,1,4.0,75.5450353134688,128.01107377844843,144.96056729519626,144.96056729519626
189,lower-middle,1.2,1,4.25,75.25671809914479,127.71287019777415,144.8057001174684,144.8057001174684
189,lower-middle,1.2,1,4.5,74.9684008848208,127.41466661709987,144.65083293974058,144.65083293974058
189,lower-middle,1.2,1,4.75,74.68008367049678,127.11646303642559,144.49596576201276,144.49596576201276
189,lower-middle,1.2,1,5.0,74.39176645617277,126.81825945575132,144.3410985842849,144.3410985842849
189,lower-middle,1.2,1,5.25,74.29836561361714,126.68061770183593,144.20877421407926,144.20877421407926
189,lower-middle,1.2,1,5.5,74.2049647710615,126.54297594792055,144.0764498438736,144.0764498438736
189,lower-middle,1.2,1,5.75,74.11156392850584,126.40533419400516,143.94412547366795,143.94412547366795
189,lower-middle,1.2,1,6.0,74.0181630859502,126.26769244008977,143.8118011034623,143.8118011034623
189,lower-middle,1.2,1,6.25,74.02638016856338,126.06529325564324,143.4105318882006,143.4105318882006
189,lower-middle,1.2,1,6.5,74.03459725117656,125.86289407119672,143.00926267293892,143.00926267293892
189,lower-middle,1.2,1,6.75,74.04281433378975,125.66049488675019,142.6079934576772,142.6079934576772
189,lower-middle,1.2,1,7.0,74.05103141640294,125.45809570230367,142.2067242424155,142.2067242424155
189,lower-middle,1.2,2,-7.0,82.36758664965855,137.55951412776938,158.35391469679075,158.35391469679075
189,lower-middle,1.2,2,-6.75,81.66164109741277,136.50874320431825,157.25487068579494,157.25487068579494
189,lower-middle,1.2,2,-6.5,80.955695545167,135.45797228086715,156.15582667479913,156.15582667479913
189,lower-middle,1.2,2,-6.25,80.24974999292124,134.40720135741606,155.05678266380332,155.05678266380332
189,lower-middle,1.2,2,-6.0,79.54380444067547,133.35643043396493,153.9577386528075,153.9577386528075
189,lower-middle,1.2,2,-5.75,78.53650367449151,131.90201686983448,152.42160462205368,152.42160462205368
189,lower-middle,1.2,2,-5.5,77.52920290830754,130.44760330570404,150.88547059129985,150.88547059129985
189,lower-middle,1.2,2,-5.25,76.52190214212357,128.9931897415736,149.34933656054605,149.34933656054605
189,lower-middle,1.2,2,-5.0,75.5146013759396,127.53877617744311,147.81320252979222,147.81320252979222
189,lower-middle,1.2,2,-4.75,74.15596608865411,125.55051500514098,145.69420830531368,145.69420830531368
189,lower-middle,1.2,2,-4.5,72.7973308013686,123.56225383283882,143.5752140808351,143.5752140808351
189,lower-middle,1.2,2,-4.25,71.4386955140831,121.57399266053667,141.45621985635654,141.45621985635654
189,lower-middle,1.2,2,-4.0,70.0800602267976,119.58573148823454,139.33722563187797,139.33722563187797
189,lower-middle,1.2,2,-3.75,68.65952760806971,117.21125252687801,136.54324984319908,136.54324984319908
189,lower-middle,1.2,2,-3.5,67.23899498934182,114.83677356552148,133.74927405452019,133.74927405452019
189,lower-middle,1.2,2,-3.25,65.81846237061393,112.46229460416495,130.9552982658413,130.9552982658413
189,lower-middle,1.2,2,-3.0,64.39792975188602,110.08781564280842,128.16132247716243,128.16132247716243
189,lower-middle,1.2,2,-2.75,63.578505968981304,108.08552302397956,125.37172404083204,125.37172404083204
189,lower-middle,1.2,2,-2.5,62.75908218607658,106.08323040515069,122.58212560450164,122.58212560450164
189,lower-middle,1.2,2,-2.25,61.93965840317186,104.08093778632184,119.79252716817126,119.79252716817126
189,lower-middle,1.2,2,-2.0,61.120234620267134,102.07864516749297,117.00292873184087,117.00292873184087
189,lower-middle,1.2,2,-1.75,61.68274785780366,101.77661078529367,115.92236337384608,115.92236337384608
189,lower-middle,1.2,2,-1.5,62.2452610953402,101.47457640309436,114.84179801585131,114.84179801585131
189,lower-middle,1.2,2,-1.25,62.80777433287672,101.17254202089507,113.76123265785654,113.76123265785654
189,lower-middle,1.2,2,-1.0,63.370287570413254,100.87050763869576,112.68066729986175,112.68066729986175
189,lower-middle,1.2,2,-0.75,65.00796160253435,102.54444087483945,114.07165119145185,114.07165119145185
189,lower-middle,1.2,2,-0.5,66.64563563465546,104.21837411098315,115.46263508304193,115.46263508304193
189,lower-middle,1.2,2,-0.25,68.28330966677656,105.89230734712685,116.85361897463201,116.85361897463201
189,lower-middle,1.2,2,0.0,69.92098369889766,107.56624058327054,118.2446028662221,118.2446028662221
189,lower-middle,1.2,2,0.25,71.44213927391402,109.96758365311067,120.89750501284331,120.89750501284331
189,lower-middle,1.2,2,0.5,72.96329484893037,112.3689267229508,123.55040715946453,123.55040715946453
189,lower-middle,1.2,2,0.75,74.48445042394673,114.77026979279094,126.20330930608574,126.20330930608574
189,lower-middle,1.2,2,1.0,76.00560599896309,117.17161286263106,128.85621145270696,128.85621145270696
189,lower-middle,1.2,2,1.25,77.0546585207708,119.20055200970023,131.24067415611495,131.24067415611495
189,lower-middle,1.2,2,1.5,78.10371104257851,121.22949115676938,133.62513685952297,133.62513685952297
189,lower-middle,1.2,2,1.75,79.15276356438622,123.25843030383854,136.00959956293096,136.00959956293096
189,lower-middle,1.2,2,2.0,80.20181608619394,125.2873694509077,138.39406226633895,138.39406226633895
189,lower-middle,1.2,2,2.25,80.90689498916727,126.5278578145744,139.81178249470793,139.81178249470793
189,lower-middle,1.2,2,2.5,81.61197389214061,127.7683461782411,141.22950272307688,141.22950272307688
189,lower-middle,1.2,2,2.75,82.31705279511394,129.0088345419078,142.64722295144583,142.64722295144583
189,lower-middle,1.2,2,3.0,83.02213169808726,130.2493229055745,144.0649431798148,144.0649431798148
189,lower-middle,1.2,2,3.25,83.17881263216029,130.59643860505898,144.51039239797785,144.51039239797785
189,lower-middle,1.2,2,3.5,83.3354935662333,130.94355430454345,144.9558416161409,144.9558416161409
189,lower-middle,1.2,2,3.75,83.4921745003063,131.29067000402796,145.40129083430395,145.40129083430395
189,lower-middle,1.2,2,4.0,83.64885543437933,131.63778570351244,145.846740052467,145.846740052467
189,lower-middle,1.2,2,4.25,83.39734533241227,131.42226373862906,145.69992354158572,145.69992354158572
189,lower-middle,1.2,2,4.5,83.1458352304452,131.2067417737457,145.55310703070444,145.55310703070444
189,lower-middle,1.2,2,4.75,82.89432512847813,130.99121980886235,145.4062905198232,145.4062905198232
189,lower-middle,1.2,2,5.0,82.64281502651107,130.775697843979,145.2594740089419,145.2594740089419
189,lower-middle,1.2,2,5.25,82.44377635916409,130.44309512866792,144.85188860153892,144.85188860153892
189,lower-middle,1.2,2,5.5,82.24473769181711,130.11049241335684,144.4443031941359,144.4443031941359
189,lower-middle,1.2,2,5.75,82.04569902447012,129.77788969804578,144.0367177867329,144.0367177867329
189,lower-middle,1.2,2,6.0,81.84666035712314,129.4452869827347,143.62913237932992,143.62913237932992
189,lower-middle,1.2,2,6.25,81.89404983373257,129.1476316379064,143.05726822103784,143.05726822103784
189,lower-middle,1.2,2,6.5,81.94143931034199,128.84997629307807,142.48540406274577,142.48540406274577
189,lower-middle,1.2,2,6.75,81.9888287869514,128.55232094824976,141.91353990445373,141.91353990445373
189,lower-middle,1.2,2,7.0,82.03621826356083,128.25466560342144,141.34167574616166,141.34167574616166
189,lower-right,0,-2,-7.0,61.299999999999784,105.49999999999983,122.09999999999985,122.09999999999985
189,lower-right,0,-2,-6.75,56.549999999999784,101.74999999999983,118.84999999999985,118.84999999999985
189,lower-right,0,-2,-6.5,51.799999999999784,97.99999999999983,115.59999999999985,115.59999999999985
189,lower-right,0,-2,-6.25,48.500000000000114,95.55000000000013,113.65000000000015,113.65000000000015
189,lower-right,0,-2,-6.0,51.000000000000114,98.30000000000013,116.90000000000015,116.90000000000015
189,lower-right,0,-2,-5.75,53.500000000000114,101.05000000000013,120.15000000000015,120.15000000000015
189,lower-right,0,-2,-5.5,56.000000000000114,103.80000000000013,123.40000000000015,123.40000000000015
189,lower-right,0,-2,-5.25,58.35000000000008,106.50000000000011,126.4500000000001,126.4500000000001
189,lower-right,0,-2,-5.0,60.10000000000008,109.00000000000011,128.7000000000001,128.7000000000001
189,lower-right,0,-2,-4.75,61.85000000000008,111.50000000000011,130.9500000000001,130.9500000000001
189,lower-right,0,-2,-4.5,63.60000000000008,114.00000000000011,133.2000000000001,133.2000000000001
189,lower-right,0,-2,-4.25,65.65000000000015,116.8500000000002,135.9000000000002,135.9000000000002
189,lower-right,0,-2,-4.0,68.90000000000015,121.1000000000002,140.4000000000002,140.4000000000002
189,lower-right,0,-2,-3.75,72.15000000000015,125.3500000000002,144.9000000000002,144.9000000000002
189,lower-right,0,-2,-3.5,75.40000000000015,129.6000000000002,149.4000000000002,149.4000000000002
189,lower-right,0,-2,-3.25,79.10000000000025,134.20000000000027,154.20000000000027,154.20000000000027
189,lower-right,0,-2,-3.0,84.60000000000025,140.20000000000027,160.20000000000027,160.20000000000027
189,lower-right,0,-2,-2.75,90.10000000000025,146.20000000000027,166.20000000000027,166.20000000000027
189,lower-right,0,-2,-2.5,95.60000000000025,152.20000000000027,172.20000000000027,172.20000000000027
189,lower-right,0,-2,-2.25,100.05000000000001,157.25000000000006,177.30000000000007,177.30000000000007
189,lower-right,0,-2,-2.0,100.30000000000001,158.50000000000006,178.80000000000007,178.80000000000007
189,lower-right,0,-2,-1.75,100.55000000000001,159.75000000000006,180.30000000000007,180.30000000000007
189,lower-right,0,-2,-1.5,100.80000000000001,161.00000000000006,181.80000000000007,181.80000000000007
189,lower-right,0,-2,-1.25,100.49999999999989,161.5499999999999,182.5499999999999,182.5499999999999
189,lower-right,0,-2,-1.0,97.99999999999989,159.2999999999999,180.2999999999999,180.2999999999999
189,lower-right,0,-2,-0.75,95.49999999999989,157.0499999999999,178.0499999999999,178.0499999999999
189,lower-right,0,-2,-0.5,92.99999999999989,154.7999999999999,175.7999999999999,175.7999999999999
189,lower-right,0,-2,-0.25,90.79999999999995,152.95,173.89999999999998,173.89999999999998
189,lower-right,0,-2,0.0,89.79999999999995,152.7,173.39999999999998,173.39999999999998
189,lower-right,0,-2,0.25,88.79999999999995,152.45,172.89999999999998,172.89999999999998
189,lower-right,0,-2,0.5,87.79999999999995,152.2,172.39999999999998,172.39999999999998
189,lower-right,0,-2,0.75,86.34999999999985,153.15000000000026,173.05000000000024,173.05000000000024
189,lower-right,0,-2,1.0,83.09999999999985,158.90000000000026,178.30000000000024,178.30000000000024
189,lower-right,0,-2,1.25,79.84999999999985,164.65000000000026,183.55000000000024,183.55000000000024
189,lower-right,0,-2,1.5,76.59999999999985,170.40000000000026,188.80000000000024,188.80000000000024
189,lower-right,0,-2,1.75,75.95000000000044,173.09999999999957,191.49999999999966,191.49999999999966
189,lower-right,0,-2,2.0,85.70000000000044,163.59999999999957,183.99999999999966,183.99999999999966
189,lower-right,0,-2,2.25,95.45000000000044,154.09999999999957,176.49999999999966,176.49999999999966
189,lower-right,0,-2,2.5,105.20000000000044,144.59999999999957,168.99999999999966,168.99999999999966
189,lower-right,0,-2,2.75,115.2000000000005,133.79999999999927,160.19999999999936,160.19999999999936
189,lower-right,0,-2,3.0,126.2000000000005,117.79999999999927,146.19999999999936,146.19999999999936
189,lower-right,0,-2,3.25,137.2000000000005,101.79999999999927,132.19999999999936,137.2000000000005
189,lower-right,0,-2,3.5,148.2000000000005,85.79999999999927,118.19999999999936,148.2000000000005
189,lower-right,0,-2,3.75,158.05000000000024,69.99999999999932,103.79999999999927,158.05000000000024
189,lower-right,0,-2,4.0,163.30000000000024,54.99999999999932,87.79999999999927,163.30000000000024
189,lower-right,0,-2,4.25,168.55000000000024,39.99999999999932,71.79999999999927,168.55000000000024
189,lower-right,0,-2,4.5,173.80000000000024,24.999999999999318,55.79999999999927,173.80000000000024
189,lower-right,0,-2,4.75,178.35000000000008,12.349999999999852,41.04999999999956,178.35000000000008
189,lower-right,0,-2,5.0,180.10000000000008,9.099999999999852,31.299999999999557,180.10000000000008
189,lower-right,0,-2,5.25,181.85000000000008,5.849999999999852,21.549999999999557,181.85000000000008
189,lower-right,0,-2,5.5,183.60000000000008,2.599999999999852,11.799999999999557,183.60000000000008
189,lower-right,0,-2,5.75,185.10000000000002,0.0,3.7999999999999545,185.10000000000002
189,lower-right,0,-2,6.0,185.60000000000002,0.0,2.7999999999999545,185.60000000000002
189,lower-right,0,-2,6.25,186.10000000000002,0.0,1.7999999999999545,186.10000000000002
189,lower-right,0,-2,6.5,186.60000000000002,0.0,0.7999999999999545,186.60000000000002
189,lower-right,0,-2,6.75,186.84999999999997,0.3000000000000682,0.0,186.84999999999997
189,lower-right,0,-2,7.0,186.09999999999997,1.8000000000000682,0.0,186.09999999999997
189,lower-right,0,-1,-7.0,66.00000000000023,108.60000000000036,126.20000000000039,126.20000000000039
189,lower-right,0,-1,-6.75,71.00000000000023,116.60000000000036,134.7000000000004,134.7000000000004
189,lower-right,0,-1,-6.5,76.00000000000023,124.60000000000036,143.2000000000004,143.2000000000004
189,lower-right,0,-1,-6.25,80.40000000000009,131.5000000000001,150.4500000000001,150.4500000000001
189,lower-right,0,-1,-6.0,82.40000000000009,134.0000000000001,152.7000000000001,152.7000000000001
189,lower-right,0,-1,-5.75,84.40000000000009,136.5000000000001,154.9500000000001,154.9500000000001
189,lower-right,0,-1,-5.5,86.40000000000009,139.0000000000001,157.2000000000001,157.2000000000001
189,lower-right,0,-1,-5.25,87.74999999999994,140.89999999999998,158.84999999999997,158.84999999999997
189,lower-right,0,-1,-5.0,86.49999999999994,140.39999999999998,158.09999999999997,158.09999999999997
189,lower-right,0,-1,-4.75,85.24999999999994,139.89999999999998,157.34999999999997,157.34999999999997
189,lower-right,0,-1,-4.5,83.99999999999994,139.39999999999998,156.59999999999997,156.59999999999997
189,lower-right,0,-1,-4.25,82.64999999999992,138.69999999999993,155.79999999999995,155.79999999999995
189,lower-right,0,-1,-4.0,80.89999999999992,137.19999999999993,154.79999999999995,154.79999999999995
189,lower-right,0,-1,-3.75,79.14999999999992,135.69999999999993,153.79999999999995,153.79999999999995
189,lower-right,0,-1,-3.5,77.39999999999992,134.19999999999993,152.79999999999995,152.79999999999995
189,lower-right,0,-1,-3.25,76.30000000000007,133.35000000000008,152.4000000000001,152.4000000000001
189,lower-right,0,-1,-3.0,77.80000000000007,135.10000000000008,154.4000000000001,154.4000000000001
189,lower-right,0,-1,-2.75,79.30000000000007,136.85000000000008,156.4000000000001,156.4000000000001
189,lower-right,0,-1,-2.5,80.80000000000007,138.60000000000008,158.4000000000001,158.4000000000001
189,lower-right,0,-1,-2.25,82.35000000000008,140.5000000000001,160.4500000000001,160.4500000000001
189,lower-right,0,-1,-2.0,84.10000000000008,143.0000000000001,162.7000000000001,162.7000000000001
189,lower-right,0,-1,-1.75,85.85000000000008,145.5000000000001,164.9500000000001,164.9500000000001
189,lower-right,0,-1,-1.5,87.60000000000008,148.0000000000001,167.2000000000001,167.2000000000001
189,lower-right,0,-1,-1.25,89.05000000000001,150.10000000000002,169.20000000000005,169.20000000000005
189,lower-right,0,-1,-1.0,89.30000000000001,150.60000000000002,170.20000000000005,170.20000000000005
189,lower-right,0,-1,-0.75,89.55000000000001,151.10000000000002,171.20000000000005,171.20000000000005
189,lower-right,0,-1,-0.5,89.80000000000001,151.60000000000002,172.20000000000005,172.20000000000005
189,lower-right,0,-1,-0.25,90.0,152.15000000000003,173.10000000000002,173.10000000000002
189,lower-right,0,-1,0.0,90.0,152.90000000000003,173.60000000000002,173.60000000000002
189,lower-right,0,-1,0.25,90.0,153.65000000000003,174.10000000000002,174.10000000000002
189,lower-right,0,-1,0.5,90.0,154.40000000000003,174.60000000000002,174.60000000000002
189,lower-right,0,-1,0.75,90.05000000000001,154.19999999999982,175.5000000000001,175.5000000000001
189,lower-right,0,-1,1.0,90.30000000000001,150.19999999999982,178.0000000000001,178.0000000000001
189,lower-right,0,-1,1.25,90.55000000000001,146.19999999999982,180.5000000000001,180.5000000000001
189,lower-right,0,-1,1.5,90.80000000000001,142.19999999999982,183.0000000000001,183.0000000000001
189,lower-right,0,-1,1.75,91.55000000000013,140.3000000000003,185.55000000000013,185.55000000000013
189,lower-right,0,-1,2.0,94.30000000000013,146.8000000000003,188.30000000000013,188.30000000000013
189,lower-right,0,-1,2.25,97.05000000000013,153.3000000000003,191.05000000000013,191.05000000000013
189,lower-right,0,-1,2.5,99.80000000000013,159.8000000000003,193.80000000000013,193.80000000000013
189,lower-right,0,-1,2.75,102.10000000000002,165.4500000000001,195.4999999999999,195.4999999999999
189,lower-right,0,-1,3.0,102.60000000000002,167.7000000000001,192.9999999999999,192.9999999999999
189,lower-right,0,-1,3.25,103.10000000000002,169.9500000000001,190.4999999999999,190.4999999999999
189,lower-right,0,-1,3.5,103.60000000000002,172.2000000000001,187.9999999999999,187.9999999999999
189,lower-right,0,-1,3.75,103.74999999999994,172.79999999999973,184.2499999999996,184.2499999999996
189,lower-right,0,-1,4.0,102.49999999999994,166.79999999999973,175.4999999999996,175.4999999999996
189,lower-right,0,-1,4.25,101.24999999999994,160.79999999999973,166.7499999999996,166.7499999999996
189,lower-right,0,-1,4.5,99.99999999999994,154.79999999999973,157.9999999999996,157.9999999999996
189,lower-right,0,-1,4.75,99.75000000000017,148.49999999999966,149.44999999999965,149.44999999999965
189,lower-right,0,-1,5.0,103.50000000000017,140.99999999999966,141.69999999999965,141.69999999999965
189,lower-right,0,-1,5.25,107.25000000000017,133.49999999999966,133.94999999999965,133.94999999999965
189,lower-right,0,-1,5.5,111.00000000000017,125.99999999999966,126.19999999999965,126.19999999999965
189,lower-right,0,-1,5.75,115.45000000000033,118.89999999999975,119.1499999999998,119.1499999999998
189,lower-right,0,-1,6.0,122.70000000000033,113.39999999999975,114.8999999999998,122.70000000000033
189,lower-right,0,-1,6.25,129.95000000000033,107.89999999999975,110.6499999999998,129.95000000000033
189,lower-right,0,-1,6.5,137.20000000000033,102.39999999999975,106.3999999999998,137.20000000000033
189,lower-right,0,-1,6.75,143.70000000000016,96.79999999999973,102.04999999999978,143.70000000000016
189,lower-right,0,-1,7.0,147.20000000000016,90.79999999999973,97.29999999999978,147.20000000000016
189,lower-right,0,0,-7.0,76.80000000000007,123.00000000000023,139.30000000000024,139.30000000000024
189,lower-right,0,0,-6.75,78.30000000000007,128.00000000000023,144.55000000000024,144.55000000000024
189,lower-right,0,0,-6.5,79.80000000000007,133.00000000000023,149.80000000000024,149.80000000000024
189,lower-right,0,0,-6.25,81.60000000000014,137.60000000000014,154.60000000000014,154.60000000000014
189,lower-right,0,0,-6.0,84.60000000000014,140.60000000000014,157.60000000000014,157.60000000000014
189,lower-right,0,0,-5.75,87.60000000000014,143.60000000000014,160.60000000000014,160.60000000000014
189,lower-right,0,0,-5.5,90.60000000000014,146.60000000000014,163.60000000000014,163.60000000000014
189,lower-right,0,0,-5.25,92.79999999999995,148.84999999999997,165.95,165.95
189,lower-right,0,0,-5.0,91.79999999999995,148.09999999999997,165.7,165.7
189,lower-right,0,0,-4.75,90.79999999999995,147.34999999999997,165.45,165.45
189,lower-right,0,0,-4.5,89.79999999999995,146.59999999999997,165.2,165.2
189,lower-right,0,0,-4.25,88.29999999999984,145.39999999999986,164.34999999999985,164.34999999999985
189,lower-right,0,0,-4.0,84.79999999999984,142.39999999999986,161.09999999999985,161.09999999999985
189,lower-right,0,0,-3.75,81.29999999999984,139.39999999999986,157.84999999999985,157.84999999999985
189,lower-right,0,0,-3.5,77.79999999999984,136.39999999999986,154.59999999999985,154.59999999999985
189,lower-right,0,0,-3.25,75.05000000000001,134.15000000000003,152.20000000000005,152.20000000000005
189,lower-right,0,0,-3.0,75.30000000000001,134.90000000000003,153.20000000000005,153.20000000000005
189,lower-right,0,0,-2.75,75.55000000000001,135.65000000000003,154.20000000000005,154.20000000000005
189,lower-right,0,0,-2.5,75.80000000000001,136.40000000000003,155.20000000000005,155.20000000000005
189,lower-right,0,0,-2.25,76.55000000000013,137.55000000000013,156.55000000000013,156.55000000000013
189,lower-right,0,0,-2.0,79.30000000000013,140.30000000000013,159.30000000000013,159.30000000000013
189,lower-right,0,0,-1.75,82.05000000000013,143.05000000000013,162.05000000000013,162.05000000000013
189,lower-right,0,0,-1.5,84.80000000000013,145.80000000000013,164.80000000000013,164.80000000000013
189,lower-right,0,0,-1.25,87.20000000000005,148.30000000000007,167.25000000000006,167.25000000000006
189,lower-right,0,0,-1.0,88.20000000000005,149.80000000000007,168.50000000000006,168.50000000000006
189,lower-right,0,0,-0.75,89.20000000000005,151.30000000000007,169.75000000000006,169.75000000000006
189,lower-right,0,0,-0.5,90.20000000000005,152.80000000000007,171.00000000000006,171.00000000000006
189,lower-right,0,0,-0.25,91.0,153.95,172.10000000000002,172.10000000000002
189,lower-right,0,0,0.0,91.0,153.7,172.60000000000002,172.60000000000002
189,lower-right,0,0,0.25,91.0,153.45,173.10000000000002,173.10000000000002
189,lower-right,0,0,0.5,91.0,153.2,173.60000000000002,173.60000000000002
189,lower-right,0,0,0.75,91.35000000000008,152.69999999999993,173.4999999999999,173.4999999999999
189,lower-right,0,0,1.0,93.10000000000008,151.19999999999993,170.9999999999999,170.9999999999999
189,lower-right,0,0,1.25,94.85000000000008,149.69999999999993,168.4999999999999,168.4999999999999
189,lower-right,0,0,1.5,96.60000000000008,148.19999999999993,165.9999999999999,165.9999999999999
189,lower-right,0,0,1.75,97.49999999999989,147.4500000000001,164.15000000000003,164.15000000000003
189,lower-right,0,0,2.0,94.99999999999989,149.7000000000001,164.90000000000003,164.90000000000003
189,lower-right,0,0,2.25,92.49999999999989,151.9500000000001,165.65000000000003,165.65000000000003
189,lower-right,0,0,2.5,89.99999999999989,154.2000000000001,166.40000000000003,166.40000000000003
189,lower-right,0,0,2.75,87.59999999999991,156.55000000000013,167.4500000000001,167.4500000000001
189,lower-right,0,0,3.0,85.59999999999991,159.30000000000013,169.7000000000001,169.7000000000001
189,lower-right,0,0,3.25,83.59999999999991,162.05000000000013,171.9500000000001,171.9500000000001
189,lower-right,0,0,3.5,81.59999999999991,164.80000000000013,174.2000000000001,174.2000000000001
189,lower-right,0,0,3.75,80.30000000000007,167.15000000000003,176.25000000000006,176.25000000000006
189,lower-right,0,0,4.0,81.80000000000007,167.90000000000003,177.50000000000006,177.50000000000006
189,lower-right,0,0,4.25,83.30000000000007,168.65000000000003,178.75000000000006,178.75000000000006
189,lower-right,0,0,4.5,84.80000000000007,169.40000000000003,180.00000000000006,180.00000000000006
189,lower-right,0,0,4.75,86.65000000000015,169.69999999999993,181.15000000000003,181.15000000000003
189,lower-right,0,0,5.0,89.90000000000015,168.19999999999993,181.90000000000003,181.90000000000003
189,lower-right,0,0,5.25,93.15000000000015,166.69999999999993,182.65000000000003,182.65000000000003
189,lower-right,0,0,5.5,96.40000000000015,165.19999999999993,183.40000000000003,183.40000000000003
189,lower-right,0,0,5.75,99.30000000000007,163.74999999999994,184.05,184.05
189,lower-right,0,0,6.0,100.80000000000007,162.49999999999994,184.3,184.3
189,lower-right,0,0,6.25,102.30000000000007,161.24999999999994,184.55,184.55
189,lower-right,0,0,6.5,103.80000000000007,159.99999999999994,184.8,184.8
189,lower-right,0,0,6.75,104.79999999999995,159.10000000000002,185.0,185.0
189,lower-right,0,0,7.0,103.79999999999995,159.60000000000002,185.0,185.0
189,lower-right,0,1,-7.0,69.39999999999998,120.80000000000007,136.30000000000013,136.30000000000013
189,lower-right,0,1,-6.75,68.89999999999998,122.30000000000007,139.05000000000013,139.05000000000013
189,lower-right,0,1,-6.5,68.39999999999998,123.80000000000007,141.80000000000013,141.80000000000013
189,lower-right,0,1,-6.25,68.60000000000014,125.60000000000014,144.60000000000014,144.60000000000014
189,lower-right,0,1,-6.0,71.60000000000014,128.60000000000014,147.60000000000014,147.60000000000014
189,lower-right,0,1,-5.75,74.60000000000014,131.60000000000014,150.60000000000014,150.60000000000014
189,lower-right,0,1,-5.5,77.60000000000014,134.60000000000014,153.60000000000014,153.60000000000014
189,lower-right,0,1,-5.25,80.05000000000001,137.15000000000003,156.10000000000002,156.10000000000002
189,lower-right,0,1,-5.0,80.30000000000001,137.90000000000003,156.60000000000002,156.60000000000002
189,lower-right,0,1,-4.75,80.55000000000001,138.65000000000003,157.10000000000002,157.10000000000002
189,lower-right,0,1,-4.5,80.80000000000001,139.40000000000003,157.60000000000002,157.60000000000002
189,lower-right,0,1,-4.25,80.69999999999993,139.69999999999993,157.69999999999993,157.69999999999993
189,lower-right,0,1,-4.0,79.19999999999993,138.19999999999993,156.19999999999993,156.19999999999993
189,lower-right,0,1,-3.75,77.69999999999993,136.69999999999993,154.69999999999993,154.69999999999993
189,lower-right,0,1,-3.5,76.19999999999993,135.19999999999993,153.19999999999993,153.19999999999993
189,lower-right,0,1,-3.25,75.10000000000002,134.05,152.15000000000003,152.15000000000003
189,lower-right,0,1,-3.0,75.60000000000002,134.3,152.90000000000003,152.90000000000003
189,lower-right,0,1,-2.75,76.10000000000002,134.55,153.65000000000003,153.65000000000003
189,lower-right,0,1,-2.5,76.60000000000002,134.8,154.40000000000003,154.40000000000003
189,lower-right,0,1,-2.25,77.4500000000001,135.60000000000014,155.55000000000013,155.55000000000013
189,lower-right,0,1,-2.0,79.7000000000001,138.60000000000014,158.30000000000013,158.30000000000013
189,lower-right,0,1,-1.75,81.9500000000001,141.60000000000014,161.05000000000013,161.05000000000013
189,lower-right,0,1,-1.5,84.2000000000001,144.60000000000014,163.80000000000013,163.80000000000013
189,lower-right,0,1,-1.25,86.25000000000006,147.25000000000006,166.25000000000006,166.25000000000006
189,lower-right,0,1,-1.0,87.50000000000006,148.50000000000006,167.50000000000006,167.50000000000006
189,lower-right,0,1,-0.75,88.75000000000006,149.75000000000006,168.75000000000006,168.75000000000006
189,lower-right,0,1,-0.5,90.00000000000006,151.00000000000006,170.00000000000006,170.00000000000006
189,lower-right,0,1,-0.25,90.84999999999997,151.84999999999997,170.84999999999997,170.84999999999997
189,lower-right,0,1,0.0,90.09999999999997,151.09999999999997,170.09999999999997,170.09999999999997
189,lower-right,0,1,0.25,89.34999999999997,150.34999999999997,169.34999999999997,169.34999999999997
189,lower-right,0,1,0.5,88.59999999999997,149.59999999999997,168.59999999999997,168.59999999999997
189,lower-right,0,1,0.75,88.75000000000017,149.0,168.25000000000006,168.25000000000006
189,lower-right,0,1,1.0,92.50000000000017,149.0,169.50000000000006,169.50000000000006
189,lower-right,0,1,1.25,96.25000000000017,149.0,170.75000000000006,170.75000000000006
189,lower-right,0,1,1.5,100.00000000000017,149.0,172.00000000000006,172.00000000000006
189,lower-right,0,1,1.75,102.39999999999986,148.69999999999993,172.69999999999993,172.69999999999993
189,lower-right,0,1,2.0,99.39999999999986,147.19999999999993,171.19999999999993,171.19999999999993
189,lower-right,0,1,2.25,96.39999999999986,145.69999999999993,169.69999999999993,169.69999999999993
189,lower-right,0,1,2.5,93.39999999999986,144.19999999999993,168.19999999999993,168.19999999999993
189,lower-right,0,1,2.75,90.84999999999997,143.10000000000002,167.25000000000006,167.25000000000006
189,lower-right,0,1,3.0,90.09999999999997,143.60000000000002,168.50000000000006,168.50000000000006
189,lower-right,0,1,3.25,89.34999999999997,144.10000000000002,169.75000000000006,169.75000000000006
189,lower-right,0,1,3.5,88.59999999999997,144.60000000000002,171.00000000000006,171.00000000000006
189,lower-right,0,1,3.75,88.30000000000007,145.65000000000015,172.65000000000015,172.65000000000015
189,lower-right,0,1,4.0,89.80000000000007,148.90000000000015,175.90000000000015,175.90000000000015
189,lower-right,0,1,4.25,91.30000000000007,152.15000000000015,179.15000000000015,179.15000000000015
189,lower-right,0,1,4.5,92.80000000000007,155.40000000000015,182.40000000000015,182.40000000000015
